Pol,Lokacija,Other,Godine,Koliko dugo se profesionalno baviš programiranjem?,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Other,Koliko godina radiš sa HTML/CSS-om?,Koliko godina radiš sa C-om?,Koliko godina radiš sa C#-om?,ASP.NET,.NET,Unity,Other,Koliko godina radiš sa C++-om?,Koliko dugo radiš sa Javom?,Android,JEE,Spring,Scala,Grails,Play,Other,Koliko dugo radiš sa JS-om?,AngularJS,BackboneJS,React,Node,Other,Express,Hapi,Other,Koliko dugo radiš sa PHPom?,WordPress,Drupal,Magento,Zend,Laravel,Other,Koliko dugo radiš sa Pythonom?,Koliko dugo radiš sa Objective-C?,Koliko dugo radiš sa Swiftom?,Koliko dugo radiš sa Rubyjem?,Koliko dugo radiš sa Scalom?,Koliko dugo radiš sa SQLom?,Koliko dugo radiš sa drugim jezikom koji si naveo?,Označi platformu sa kojom si dominantno radio/la do sada?,HTML/CSS,C,C++,C#,Node,Java,Javascript,PHP,Python,Objective-C,Swift,Ruby,SQL,Scala,Go,Other,U koju grupu developera (ili softverskih inženjera) sebe ubrajaš?,Da li koristiš nešto za verzionisanje koda?,SVN,Git,Mercurial,Aerial,Other,Atom,Eclipse,IntelliJ,Netbeans,Sublime,Visual Studio,PHP Storm,Other,Windows,Mac OS,Linux,Unix,Other,Formalno obrazovanje — da li si završio/la fakultet ili višu školu?,Šta si studirao/la?,Other,Šta si završio/la?,Other,formalno obrazovanje,kursevi i obuke,samostalno učenje i praksa,praksa i učenje uz iskusnije kolege,Da li praviš/učestvuješ u open source projektima?,Koliko sati nedeljno posvećuješ open-source projektima?,Gde su postavljeni ovi projekti?,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,Other,Pročitao/la segment ili celu knjigu o programiranju?,Pogledao/la neki video tutorijal?,Pohađao/la kurs?,Posetio/la programerski događaj?,Da li poseduješ neki sertifikat za tehnologiju u kojoj radiš?,Koliko sertifikata poseduješ?,Kada si dobio/la poslednji sertifikat?,Da li su uticali na tvoje zaposlenje/angažman?,A na novčanu nadoknadu?,Trenutno zaposlenje,Australija,Afrika,Azija,Zapadna Evropa,Istočna Evropa,Centralna Evropa,Severna Amerika,Južna Amerika,Other,Na koji način dominantno dolaziš do klijenata?,Other,Elance,Freelance,UpWork (bivši ODesk),Other,Koliko zaposlenih ima tvoja firma?,Pre preduzetništva dominantno si bio/la,usluge za klijente,sopstveni proizvodi za lok/reg tržište,sopstveni proizvodi za globalno tržište,Koji je iznos plate za koju radiš?,Koja je tvoja pozicija na poslu?,U koliko firmi si radio/la do sada?,Da li i koliko u proseku frilensuješ (radiš za novac) sa strane?,Koliko zaposlenih ima tvoja firma?,usluge za klijente,sopstveni proizvodi,domaće,strano,mešovito,ne znam,strano,domaće,Standardno zaposlenje (Ugovor o radu),Preko preduzetničke agencije,Ugovor o delu,Autorski ugovor,"Na virtuelni račun (PayPal, Skrill, Payoneer)",Stažiram uz nadoknadu,Volontiram,"Deo na ruke, deo po Ugovoru",Dobijam keš na ruke,Other,Koliki je iznos nadoknade za koju radiš?,Koliko dana odmora dobijaš?,"Koliko sati, prosečno, traje tvoj radni dan?",Da li si plaćen/a za prekovremeni rad?,fleksibilno radno vreme,kompanijski automobil,plaćena odsustva,plaćene obuke i treninge,ručak na poslu,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,Other,Koliko si zadovoljan/a trenutnim poslom?,Koji je dominantan razlog zbog kojeg si promenio poslednje radno mesto?,Da li planiraš u budućnosti da pokreneš svoj biznis?,Šta misliš da je najizvesnije da ćeš pokrenuti?,Other,Šta je to na čemu radiš?,Other,Da li imaš neko mišljenje o srpskoj dev sceni koje bi želeo da podeliš sa nama? Da li imaš neko mišljenje o tome kako bi mogla da se unapredi?,source,Start Date (UTC),Submit Date (UTC)
Ženski,Beograd,,21,2,HTML/CSS,,,C#,Java,Javascript,,,,,,,,,2,,1,,.NET,,,,2,,,,,,,,1,AngularJS,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,,,,Javascript,PHP,,,,,,,,,junior developer,Ne koristim,,,,,,,Eclipse,,Netbeans,Sublime,Visual Studio,,,Windows,,,,,Još uvek studiram,FON,,FON,,5,5,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,U protekla 3 meseca,ne,,,,,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"možda, ako se pojavi dobra prilika",,,,,,dafed,10/23/2015 22:16:36,10/23/2015 22:21:26
Muški,Beograd,,23,2,HTML/CSS,,,C#,Java,Javascript,PHP,,,,,SQL,,Clojure,3,,1,ASP.NET,.NET,,,,3,Android,JEE,,,,,,1,AngularJS,,,,,,,,1,WordPress,,,,,,,,,,,2,,standalone,,,,,,Java,,,Python,,,,,,,Clojure,junior developer,Koristim,,Git,Mercurial,,,,,IntelliJ,Netbeans,Sublime,Visual Studio,,,Windows,,Linux,,,"Da, fakultet",,,FON,,3,3,5,4,ne,,,,Prateći blogove i onlajn magazine,,,Kroz knjige,,,Trudim se da ih inkorporiram u projekte na kojima radim,,,U toku prethodnih godinu dana,U proteklih 6 meseci,Pre više od godinu dana,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,60,usluge za klijente,sopstveni proizvodi,domaće,,,,strano,domaće,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,700€,15,8,da,fleksibilno radno vreme,,,,,,,,4,bolja plata,"možda, ako se pojavi dobra prilika",,,,,Vise dev dogadjaja i zajednica.,,10/24/2015 0:20:41,10/24/2015 0:30:05
Muški,Beograd,,31,4,HTML/CSS,,,,,,PHP,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,WordPress,,,,,,,,,,,,,web,HTML/CSS,,,C#,Node,Java,,,,,,,,,,,junior developer,Ne koristim,,,,,,,,,,Sublime,,,,,Mac OS,,,,Još uvek studiram,,Beogradska politehnika,,Gimnazija Cacak,1,5,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,Kroz video tutorijale,,,,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,U protekla 3 meseca,da,2,Pre više od godinu dana,ne,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa nekoliko timova,2,ne frilensujem,700,usluge za klijente,,domaće,,,,,domaće,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,"1,200€",15,8,ne,fleksibilno radno vreme,kompanijski automobil,plaćena odsustva,plaćene obuke i treninge,ručak na poslu,mogućnost predlaganja sopstvenih projekata,,,5,želja za sticanjem novih znanja i iskustava,"možda, ako se pojavi dobra prilika",,,,,,dafed,10/24/2015 0:31:24,10/24/2015 0:39:06
Muški,Beograd,,25,2,HTML/CSS,C,C++,C#,Java,Javascript,PHP,Python,,,Ruby,SQL,,,7,6,,,,,,4,5,,JEE,Spring,,,,Hibernate,3,AngularJS,BackboneJS,,Node,KnockoutJS,Express,,,4,,,,,Laravel,,2,,,2,,5,,web,HTML/CSS,C,C++,,Node,Java,Javascript,,Python,,,Ruby,SQL,Scala,,,junior developer,Koristim,SVN,Git,,,,,,IntelliJ,Netbeans,,,,,,,Linux,,,"Da, fakultet",,,PMF,,5,5,5,5,da,1 sat ili manje,sopstveni sajt,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,,,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,U toku prethodnih godinu dana,U proteklih 6 meseci,Nikada,Pre više od godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,90,,sopstveni proizvodi,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,600€,23,8,da,fleksibilno radno vreme,,,,ručak na poslu,,dodatno zdravstveno i/ili penziono osiguranje,,5,bolja plata,"da, planiram",startap / proizvod za globalno tržište,,,,"Stalnim vidjanjima, sastancima, konferencijama, razmenjivanjem iskustva što u radu sa ljudima što u programiranju.",dafed,10/24/2015 2:05:48,10/24/2015 2:14:56
Muški,Beograd,,29,3,HTML/CSS,,,,,Javascript,PHP,,,,,,,,3,,,,,,,,,,,,,,,,3,AngularJS,,,,,,,,3,WordPress,,,,,,,,,,,,,web,,,,,,,Javascript,,,,,,,,,,mid-level developer,Ne koristim,,,,,,,,,,Sublime,,,,,Mac OS,,,,Studirao i nikad završio/la,,,,,1,1,4,5,ne,,,Razgovorajući sa prijateljima i kolegama,,,Na događajima,,,,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,U proteklih 6 meseci,U protekla 3 meseca,Nikada,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,15,usluge za klijente,,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,900€,15,10,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,5,želja za sticanjem novih znanja i iskustava,ne znam,,,,,Ide u dobrom pravcu. Sce je vise ljudi koji se okupljaju da razmenjuju ideje i znanje.,dafed,10/24/2015 4:16:46,10/24/2015 4:24:47
Muški,Novi Sad,,38,10,,,,C#,,,,,,,,SQL,,,,,10,ASP.NET,.NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,standalone,,,,,,,,,,,Swift,,,,,,senior developer,Koristim,SVN,Git,,,,,,,,,Visual Studio,,,Windows,Mac OS,,,,"Da, fakultet",,,ETF,,3,3,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,U proteklih 6 meseci,U protekla 3 meseca,Pre više od godinu dana,U proteklih 6 meseci,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,2,ne frilensujem,100,usluge za klijente,,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,2500-3000€,21,8,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,,5,bolja plata,"da, planiram",startap / proizvod za globalno tržište,,,,,,10/24/2015 8:36:31,10/24/2015 10:43:35
Muški,,Backa Palanka,35,9,HTML/CSS,,,,,Javascript,PHP,,,Swift,,,,,9,,,,,,,,,,,,,,,,6,AngularJS,,,Node,,,,,8,,,,,,Symfony,,,0,,,,,web,HTML/CSS,,,,Node,,Javascript,PHP,Python,,,,,,,,senior developer,Koristim,,Git,,,,,,,,,,PHP Storm,,,,Linux,,,"Da, višu školu",,,,,2,1,5,3,da,1 sat ili manje,github,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,Kroz video tutorijale,,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,Pre više od godinu dana,Nikada,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,2,ne frilensujem,60,usluge za klijente,sopstveni proizvodi,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,1500-1700€,20,9,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,,,,,4,želja za sticanjem novih znanja i iskustava,"možda, ako se pojavi dobra prilika",,,,,"Iako postoji dosta mogucnosti, ljudi se slabo druze sa kolegama iz drugih firmi, koje rade na slicnim pozicijama",,10/24/2015 11:12:43,10/24/2015 11:26:01
Muški,,Herceg Novi,31,2,HTML/CSS,,,C#,,Javascript,PHP,,,,,SQL,,,3,,1,ASP.NET,,,MVC,,,,,,,,,,2,,,,,jQuery,,,,2,WordPress,,,,,,,,,,,2,,web,HTML/CSS,,,,Node,,Javascript,,Python,,Swift,Ruby,,,,,junior developer,Koristim,,Git,,,,,,,,,Visual Studio,,,Windows,Mac OS,,,,"Da, master",,,,,2,1,5,5,ne,,,,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Nikada,Nikada,ne,,,,,Samozaposlen/a: (su)vlasnik svoje firme,,,,,,,,,,,,,,,,2,zaposlen/a u firmi,usluge za klijente,,,500€ i manje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/24/2015 11:30:15,10/24/2015 11:40:51
Muški,Beograd,,34,5,HTML/CSS,C,C++,C#,Java,Javascript,,Python,Objective-C,Swift,Ruby,SQL,,,6,3,,,,,,4,5,,,,,,,core,3,AngularJS,BackboneJS,,,,,,,,,,,,,,2,1,1,3,,10,,standalone,,,,,,Java,,,,,Swift,Ruby,,,,,mid-level developer,Koristim,,Git,,,,,,IntelliJ,,,,,,,Mac OS,,,,"Da, master",,,,,3,3,5,4,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,Tokom prethodnog meseca,Tokom prethodnog meseca,Pre više od godinu dana,U protekla 3 meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,do 5h nedeljno,180,,sopstveni proizvodi,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,1500-1700€,23,8,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,5,želja za sticanjem novih znanja i iskustava,"možda, ako se pojavi dobra prilika",,,,,,,10/24/2015 13:02:24,10/24/2015 13:07:28
Muški,Novi Sad,,33,8,HTML/CSS,C,C++,C#,Java,Javascript,,,,,,SQL,,,10,5,,,,,,3,11,,,Spring,,,,,10,,,,,jQuery,,,,,,,,,,,,,,,,10,,web,HTML/CSS,,,,Node,Java,Javascript,,,,,,,,,,senior developer,Koristim,SVN,Git,Mercurial,,,Atom,Eclipse,,,,,,,Windows,,Linux,,,Još uvek studiram,FTN,,FTN,,4,4,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,40,,sopstveni proizvodi,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,1500-1700€,25,8,ne,,,,,,,,nista,3,bolja plata,"možda, ako se pojavi dobra prilika",,,,,"Fali iskrenosti, kompanije se cesto lazno reklamiraju sto je jako providno.",,10/24/2015 15:37:45,10/24/2015 15:50:18
Muški,Beograd,,26,10,HTML/CSS,C,C++,,Java,Javascript,PHP,Python,,,,SQL,,Object Pascal,6,8,,,,,,3,5,Android,JEE,Spring,,,,,4,AngularJS,,,Node,,Express,,,6,WordPress,,,,Laravel,,2,,,,,5,,web,,,,,,Java,,,,,Swift,,,,,,mid-level developer,Koristim,SVN,Git,,,,,Eclipse,IntelliJ,Netbeans,Sublime,,PHP Storm,,,Mac OS,Linux,,,Studirao i nikad završio/la,,,,,1,1,5,5,da,2-4 sata,github,Razgovorajući sa prijateljima i kolegama,,,Na događajima,Kroz knjige,,Radeći solo projekte u novim tehnologijama,,Kroz kompaniju u kojoj radim,,Tokom prethodnog meseca,U toku prethodnih godinu dana,Pre više od godinu dana,U toku prethodnih godinu dana,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,5,od 5 do 10h nedeljno,35,usluge za klijente,sopstveni proizvodi,domaće,,,,strano,domaće,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,1700-2000€,25,9,da,fleksibilno radno vreme,,plaćena odsustva,,ručak na poslu,mogućnost predlaganja sopstvenih projekata,dodatno zdravstveno i/ili penziono osiguranje,,4,bolji međuljudski odnosi,"možda, ako se pojavi dobra prilika",,,,,,dafed,10/24/2015 16:58:55,10/24/2015 17:04:04
Muški,Novi Sad,,28,1,HTML/CSS,,,,Java,Javascript,,,,,,SQL,,,1,,,,,,,,1,,JEE,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,web,,,,,,Java,Javascript,,,,,,SQL,,,,junior developer,Ne koristim,,,,,,,Eclipse,,,,,,,Windows,,,,,"Da, master",,,,,1,2,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,,Na događajima,Kroz knjige,,,,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Pre više od godinu dana,U protekla 3 meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,1,ne frilensujem,40,usluge za klijente,,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,600€,19,8,da,fleksibilno radno vreme,,,,,,,,5,bolja plata,"da, planiram",startap / proizvod za globalno tržište,,,,,dafed,10/24/2015 19:03:12,10/24/2015 19:12:16
Muški,Beograd,,22,4,HTML/CSS,C,C++,C#,Java,Javascript,PHP,,,,,SQL,,,2,8,,,,,,10,4,,JEE,,,,,,3,AngularJS,,,Node,,Express,,,3,WordPress,,,,,Symfony 2,,,,,,4,,web,,,,,,,,,Python,,,,,,,,senior developer,Koristim,,Git,,,,,,IntelliJ,,,,PHP Storm,,Windows,,Linux,,,Studirao i nikad završio/la,,,,,2,1,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,,,,,,Radeći solo projekte u novim tehnologijama,,,,U toku prethodnih godinu dana,Nikada,Nikada,Nikada,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,jedna od vodećih u kompaniji,1,ne frilensujem,25,,sopstveni proizvodi,domaće,,,,strano,,,Preko preduzetničke agencije,,,,,,,,,2500-3000€,15,9,ne,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,ručak na poslu,mogućnost predlaganja sopstvenih projekata,,,5,želja za sticanjem novih znanja i iskustava,"možda, ako se pojavi dobra prilika",,,,,Ne,dafed,10/24/2015 19:12:16,10/24/2015 19:23:18
Muški,Beograd,,32,9,,,,C#,,,,,,,,SQL,,,,,6,ASP.NET,.NET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,standalone,,,C++,C#,Node,,,,,,,Ruby,,,,,senior developer,Koristim,,,,,tfs,,,,,,Visual Studio,,,Windows,,,,,Studirao i nikad završio/la,,,,,4,3,4,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,,,Kroz video tutorijale,,,,,Pre više od godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,U proteklih 6 meseci,da,1,U toku prethodnih godinu dana,ne znam,ne znam,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,5,od 5 do 10h nedeljno,20,,sopstveni proizvodi,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,1700-2000€,25,9,ne,fleksibilno radno vreme,,plaćena odsustva,,,,,,4,bolja plata,"možda, ako se pojavi dobra prilika",,,,,,,10/24/2015 20:15:34,10/24/2015 20:22:52
Muški,Beograd,,29,2,HTML/CSS,,,,,Javascript,PHP,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,jQuery,,,,2,WordPress,Drupal,,,,,,,,,,,,web,,,,,,,Javascript,,,,,,,,,,junior developer,Ne koristim,,,,,,,,,,Sublime,,,,,,Linux,,,Nisam,,,,,1,1,5,2,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,,,,Trudim se da ih inkorporiram u projekte na kojima radim,,,Tokom prethodnog meseca,U protekla 3 meseca,Nikada,U protekla 3 meseca,ne,,,,,Samozaposlen/a — (freelance),,,,Zapadna Evropa,,,,,,uglavnom radim za iste klijente,,Elance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",servisan / autsorsing biznis,,,,,,10/24/2015 21:38:18,10/24/2015 21:43:04
Muški,Beograd,,30,7,HTML/CSS,,,C#,,Javascript,,,,,,,,,6,,7,ASP.NET,,,,,,,,,,,,,6,AngularJS,,,,,,,,,,,,,,,,,,,,,,,HTML/CSS,,,C#,,,,,,,,,SQL,,,,mid-level developer,Koristim,SVN,Git,,,,,,,,,Visual Studio,,,Windows,,,,,"Da, master",,,,,3,1,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,,,,,Kroz kompaniju u kojoj radim,,Nikada,Tokom prethodnog meseca,U toku prethodnih godinu dana,Nikada,da,4,U toku prethodnih godinu dana,ne,da,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,4,do 5h nedeljno,70,usluge za klijente,,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,"1,200€",25,8,da,fleksibilno radno vreme,,,plaćene obuke i treninge,,,dodatno zdravstveno i/ili penziono osiguranje,,4,bolji radni uslovi,"da, planiram",servisan / autsorsing biznis,,,,,dafed,10/24/2015 22:06:06,10/24/2015 22:15:36
Muški,,"skopje, makedonija",34,12,HTML/CSS,,,C#,Java,Javascript,PHP,Python,,,,SQL,,,10,,1,,.NET,,,,12,,JEE,Spring,,,Play,hibernate,6,AngularJS,,,Node,,Express,,,1,WordPress,,,,,joomla,1,,,,,10,,web,HTML/CSS,,,,,Java,,,,,,,,,,,senior developer,Koristim,SVN,Git,,,,,,,Netbeans,,,,,Windows,,Linux,,,"Da, master",,,,,2,2,5,4,da,1 sat ili manje,bitbucket,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,Na drutšvenim mrežama,Na događajima,,,,,,,U protekla 3 meseca,U protekla 3 meseca,Nikada,U proteklih 6 meseci,da,1,U toku prethodnih godinu dana,da,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,jedna od vodećih u kompaniji,3,ne frilensujem,70,usluge za klijente,,,strano,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,1500-1700€,23,8,da,fleksibilno radno vreme,,plaćena odsustva,plaćene obuke i treninge,,,,,5,bolji radni uslovi,"možda, ako se pojavi dobra prilika",,,,,,,10/24/2015 22:14:57,10/24/2015 22:25:57
Muški,Zrenjanin,,34,7,HTML/CSS,C,,,Java,Javascript,,Python,,,,SQL,Scala,golang,10,7,,,,,,,5,Android,JEE,Spring,Scala,Grails,,,7,AngularJS,,React,,,,,,,,,,,,,3,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/25/2015 8:12:40,10/25/2015 8:14:35
Ženski,Beograd,,43,1,HTML/CSS,,,,Java,,PHP,,,,,SQL,,android,10,,,,,,,,1,Android,,Spring,,,,,,,,,,,,,,0,,,,,,,,,,,,10,,web,,,,,,,,,,,,,,,,Android,junior developer,Koristim,,Git,,,,,Eclipse,,,,,,Android Studio,Windows,,,,,"Da, fakultet",,,,Mašinski,1,5,5,1,da,1 sat ili manje,github,,,,,Kroz knjige,Kroz video tutorijale,,Trudim se da ih inkorporiram u projekte na kojima radim,,,Tokom prethodnog meseca,Tokom prethodnog meseca,Tokom prethodnog meseca,Pre više od godinu dana,da,6,Tokom prethodnog meseca,da,ne znam,Nezaposlen/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"da, planiram",startap / proizvod za globalno tržište,,,,"razdvojiti žito od kukolja - sertifikati, više konferencija
bolji zakoni",,10/25/2015 11:29:54,10/25/2015 11:37:47
Muški,Beograd,,36,11,HTML/CSS,,,C#,,Javascript,,,,,,SQL,,,8,,11,ASP.NET,.NET,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,11,,web,HTML/CSS,,,C#,,,Javascript,,,,,,SQL,,,,senior developer,Koristim,SVN,Git,,,,,,,,,Visual Studio,,,Windows,,,,,"Da, fakultet",,,FON,,4,3,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,,Kroz video tutorijale,,Trudim se da ih inkorporiram u projekte na kojima radim,Kroz kompaniju u kojoj radim,,U toku prethodnih godinu dana,Tokom prethodnog meseca,Pre više od godinu dana,Tokom prethodnog meseca,da,4,Pre više od godinu dana,ne,ne,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,vođa tima,4,ne frilensujem,20,usluge za klijente,sopstveni proizvodi,,,mešovito,,,domaće,,Preko preduzetničke agencije,,,,,,,,,3000-3500€,20,8,ne,fleksibilno radno vreme,,,plaćene obuke i treninge,,mogućnost predlaganja sopstvenih projekata,,,5,bolji međuljudski odnosi,već sam pokrenuo/la,,,startap / proizvod za globalno tržište,,,dafed,10/25/2015 12:04:21,10/25/2015 12:17:01
Muški,Beograd,,28,4,HTML/CSS,,,,,Javascript,,,,,,,,,4,,,,,,,,,,,,,,,,4,AngularJS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Javascript,,,,,,,,,,mid-level developer,Koristim,,Git,,,,,Eclipse,,,Sublime,,,,Windows,,Linux,,,"Da, master",,,,,3,4,5,5,ne,,,Razgovorajući sa prijateljima i kolegama,Prateći blogove i onlajn magazine,,Na događajima,Kroz knjige,Kroz video tutorijale,Radeći solo projekte u novim tehnologijama,,,,U protekla 3 meseca,U protekla 3 meseca,U toku prethodnih godinu dana,Tokom prethodnog meseca,ne,,,,,Zaposlen/a,,,,,,,,,,,,,,,,,,,,,,član tima,2,ne frilensujem,70,usluge za klijente,,domaće,,,,strano,,Standardno zaposlenje (Ugovor o radu),,,,,,,,,,"1,400€",20,8,da,,,plaćena odsustva,,,,,,4,želja za sticanjem novih znanja i iskustava,"da, planiram",servisan / autsorsing biznis,,,,,,10/25/2015 13:48:07,10/25/2015 13:53:11
